organism,pref_name,target_type,gene_target
Homo sapiens,Angiotensinogen,SINGLE PROTEIN,NOG
Rattus norvegicus,X-box-binding protein 1,SINGLE PROTEIN,NOG
Rattus norvegicus,Anionic trypsin-1,SINGLE PROTEIN,NOG
Rattus norvegicus,Urokinase plasminogen activator surface receptor,SINGLE PROTEIN,NOG
Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Aminoglycoside 2'-N-acetyltransferase,SINGLE PROTEIN,NOG
Homo sapiens,B-cell antigen receptor complex-associated protein beta chain,SINGLE PROTEIN,NOG
Homo sapiens,Reticulon-4,SINGLE PROTEIN,NOG
Homo sapiens,Killer cell immunoglobulin-like receptor 2DL1,SINGLE PROTEIN,NOG
Homo sapiens,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1,SINGLE PROTEIN,NOG
Homo sapiens,Killer cell immunoglobulin-like receptor 2DL3,SINGLE PROTEIN,NOG
Escherichia coli,Aminoglycoside 3'-phosphotransferase,SINGLE PROTEIN,NOG
Homo sapiens,Killer cell immunoglobulin-like receptor 2DL2,SINGLE PROTEIN,NOG
Bos taurus,Hyaluronidase,PROTEIN FAMILY,NOG
Homo sapiens,Low affinity immunoglobulin gamma Fc region receptor III-A,SINGLE PROTEIN,NOG
Staphylococcus aureus (strain Newman),Clumping factor A,SINGLE PROTEIN,NOG
Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),N-acetyltransferase Eis,SINGLE PROTEIN,NOG
Homo sapiens,Urokinase-type plasminogen activator/surface receptor,PROTEIN-PROTEIN INTERACTION,NOG
Homo sapiens,TCF4-CTNNB1 complex,PROTEIN COMPLEX,NOG
Mus musculus,Plasminogen/Urokinase plasminogen activator surface receptor/Urokinase-type plasminogen activator,PROTEIN-PROTEIN INTERACTION,NOG
Homo sapiens,Porphobilinogen deaminase,SINGLE PROTEIN,NOG
Homo sapiens,Nucleolar GTP-binding protein 1,SINGLE PROTEIN,NOG
Rattus norvegicus,Plasma kallikrein,SINGLE PROTEIN,NOG
Homo sapiens,Polymeric immunoglobulin receptor,SINGLE PROTEIN,NOG
Homo sapiens,Fibrinogen C domain-containing protein 1,SINGLE PROTEIN,NOG
Homo sapiens,V-type immunoglobulin domain-containing suppressor of T-cell activation,SINGLE PROTEIN,NOG
Homo sapiens,Chymotrypsin,PROTEIN FAMILY,NOG
Homo sapiens,T-cell immunoreceptor with Ig and ITIM domains,SINGLE PROTEIN,NOG
Homo sapiens,Hepatitis A virus cellular receptor 2,SINGLE PROTEIN,NOG
Homo sapiens,Killer cell immunoglobulin-like receptor 3DL2,SINGLE PROTEIN,NOG
Homo sapiens,Protein cereblon,SINGLE PROTEIN,CRBN
Homo sapiens,CRL4(CRBN) E3 ubiquitin ligase,PROTEIN COMPLEX,CRBN
Homo sapiens,Cereblon/Casein kinase I alpha,PROTEIN COMPLEX,CRBN
Homo sapiens,Cereblon/Ikaros,PROTEIN COMPLEX,CRBN
Homo sapiens,Cereblon/Cyclin-dependent kinase 8,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/Cyclin-dependent kinase 19,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/Histone deacetylase 4,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/Histone deacetylase 2,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/Histone deacetylase 6,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/Histone deacetylase 1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/NAD-dependent protein deacetylase sirtuin-2,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/NAD-dependent protein deacetylase sirtuin-1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/Cullin-4A/Bromodomain-containing protein 4,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/Cullin-4A/Bromodomain-containing protein 2,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/Cullin-4A/Bromodomain-containing protein 3,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/Peptidyl-prolyl cis-trans isomerase FKBP1A,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/BCR/ABL,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/Bromodomain-containing protein 4,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/DNA damage-binding protein 1/Bromodomain-containing protein 4,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/NPM/ALK,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/EML4/ALK,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/Aiolos,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/GSPT1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/MAP2K7,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Histone deacetylase 3,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Epidermal growth factor receptor,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Estrogen receptor,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Retinoblastoma-associated protein,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Cyclin-dependent kinase 1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Androgen receptor,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Apoptosis regulator Bcl-2,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Cyclin-dependent kinase 4,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/BRAF,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/G1/S-specific cyclin-D1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Cyclin-dependent kinase 2,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/MAP2K2,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/STAT3,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/B-cell lymphoma 6 protein,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/STAT1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/STAT6,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/STAT5A,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Cyclin-dependent kinase 7,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/CDK9,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/STAT5B,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/STAT2,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Cyclin-dependent kinase 6,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Cyclin-dependent-like kinase 5,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/E3 ubiquitin-protein ligase Mdm2,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/MAP2K1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Tyrosine-protein kinase BTK,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Bcl-2-like protein 1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/STAT4,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Histone acetyltransferase KAT2A,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Histone acetyltransferase KAT2B,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/E3 ubiquitin-protein ligase ZFP91,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/IRAK4,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Serine/threonine-protein kinase TBK1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,MCL1/Protein cereblon,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Cullin-4A/Estrogen receptor,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Cullin-4A/GSPT1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/CDK4/G1/S-specific cyclin-E1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/CDK6/G1/S-specific cyclin-D3,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Steroid hormone receptor ERR1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Tyrosine-protein kinase ABL1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Bromodomain-containing protein 2,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Bromodomain-containing protein 3,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Cereblon/GSPT1/Cullin-4A/DDB1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Phosphodiesterase 6D,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Tyrosine-protein kinase SRC,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/HMG-CoA reductase,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Tyrosine-protein kinase receptor FLT3,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Stem cell growth factor receptor,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Serine/threonine-protein kinase WEE1,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/Platelet-derived growth factor receptor alpha,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Protein cereblon/DNA damage-binding protein 1,PROTEIN-PROTEIN INTERACTION,CRBN
Mus musculus,Cereblon/Histone deacetylase 6,PROTEIN-PROTEIN INTERACTION,CRBN
Homo sapiens,Mannan-binding lectin serine protease 1,SINGLE PROTEIN,MASP1
Homo sapiens,Laminin,PROTEIN COMPLEX GROUP,LAMA2
Homo sapiens,Laminin,PROTEIN COMPLEX GROUP,LAMA3
Mus caroli,Alpha-1-antiproteinase,SINGLE PROTEIN,SERPINA1
Homo sapiens,DNA-(apurinic or apyrimidinic site) lyase,SINGLE PROTEIN,APEX1
Homo sapiens,Progesterone receptor,SINGLE PROTEIN,PGR
Rattus norvegicus,Progesterone receptor,SINGLE PROTEIN,PGR
Gallus gallus,Progesterone receptor,SINGLE PROTEIN,PGR
Oryctolagus cuniculus,Progesterone receptor,SINGLE PROTEIN,PGR
Mus musculus,Progesterone receptor,SINGLE PROTEIN,PGR
Mus musculus,Neuropeptide S receptor,SINGLE PROTEIN,PGR
Homo sapiens,G-protein coupled receptor 120,SINGLE PROTEIN,PGR
Homo sapiens,Neuropeptide S receptor,SINGLE PROTEIN,PGR
Bos taurus,Progesterone receptor,SINGLE PROTEIN,PGR
Homo sapiens,Probable G-protein coupled receptor 142,SINGLE PROTEIN,PGR
Homo sapiens,Probable G-protein coupled receptor 151,SINGLE PROTEIN,PGR
Ovis aries,Progesterone receptor,SINGLE PROTEIN,PGR
Homo sapiens,Adhesion G protein-coupled receptor G3,SINGLE PROTEIN,PGR
Homo sapiens,Probable G-protein coupled receptor 139,SINGLE PROTEIN,PGR
Homo sapiens,Membrane-associated progesterone receptor component 1,SINGLE PROTEIN,PGR
Homo sapiens,Adhesion G-protein coupled receptor F1,SINGLE PROTEIN,PGR
Homo sapiens,Probable G-protein coupled receptor 153,SINGLE PROTEIN,PGR
Homo sapiens,Adhesion G-protein coupled receptor D1,SINGLE PROTEIN,PGR
Homo sapiens,Opsin-5,SINGLE PROTEIN,PGR
Homo sapiens,Probable G-protein coupled receptor 141,SINGLE PROTEIN,PGR
Homo sapiens,Adhesion G-protein coupled receptor D2,SINGLE PROTEIN,PGR
Homo sapiens,Probable G-protein coupled receptor 149,SINGLE PROTEIN,PGR
Homo sapiens,Adhesion G protein-coupled receptor F4,SINGLE PROTEIN,PGR
Homo sapiens,Adhesion G-protein coupled receptor G5,SINGLE PROTEIN,PGR
Homo sapiens,Adhesion G-protein coupled receptor F3,SINGLE PROTEIN,PGR
Homo sapiens,Adhesion G-protein coupled receptor F2,SINGLE PROTEIN,PGR
Homo sapiens,Probable G-protein coupled receptor 156,SINGLE PROTEIN,PGR
Homo sapiens,Probable G-protein coupled receptor 152,SINGLE PROTEIN,PGR
Homo sapiens,Probable G-protein coupled receptor 148,SINGLE PROTEIN,PGR
Homo sapiens,Probable G-protein coupled receptor 146,SINGLE PROTEIN,PGR
Homo sapiens,Vascular endothelial growth factor receptor 1,SINGLE PROTEIN,FLT1
Mus musculus,Vascular endothelial growth factor receptor 1,SINGLE PROTEIN,FLT1
Homo sapiens,Vascular endothelial growth factor receptor,PROTEIN FAMILY,FLT1
Homo sapiens,Vascular endothelial growth factor receptor 1 and 2 (Flt-1 and KDR),SELECTIVITY GROUP,FLT1
Homo sapiens,Histone deacetylase 10,SINGLE PROTEIN,HDAC1
Mus musculus,Histone deacetylase 1,SINGLE PROTEIN,HDAC1
Homo sapiens,Histone deacetylase 11,SINGLE PROTEIN,HDAC1
Rattus norvegicus,Histone deacetylase 1,SINGLE PROTEIN,HDAC1
Homo sapiens,Histone deacetylase 1,SINGLE PROTEIN,HDAC1
Plasmodium falciparum,Histone deacetylase,SINGLE PROTEIN,HDAC1
Homo sapiens,Histone deacetylase,PROTEIN FAMILY,HDAC1
Rattus norvegicus,Histone deacetylase,PROTEIN FAMILY,HDAC1
Homo sapiens,Histone deacetylase (HDAC1 and HDAC2),PROTEIN FAMILY,HDAC1
Homo sapiens,Histone deacetylase 1/3/5/8,PROTEIN FAMILY,HDAC1
Homo sapiens,Histone deacetylase 1/2/3/6,PROTEIN FAMILY,HDAC1
Homo sapiens,Histone deacetylase 1/2/3,PROTEIN FAMILY,HDAC1
Mus musculus,Histone deacetylase,PROTEIN FAMILY,HDAC1
Mus musculus,Histone deacetylase 1/2,PROTEIN FAMILY,HDAC1
Homo sapiens,Histone deacetylase 1/8,PROTEIN FAMILY,HDAC1
Homo sapiens,Histone deacetylase 1/Nuclear receptor corepressor 2,PROTEIN COMPLEX,HDAC1
Homo sapiens,BRD4/HDAC1,PROTEIN COMPLEX,HDAC1
Homo sapiens,Histone deacetylase 1/6,PROTEIN FAMILY,HDAC1
Homo sapiens,HDAC1/REST corepressor 3,PROTEIN COMPLEX,HDAC1
Homo sapiens,Cereblon/Histone deacetylase 1,PROTEIN-PROTEIN INTERACTION,HDAC1
Homo sapiens,Class 1 histone deacetylase,PROTEIN FAMILY,HDAC1
Mus musculus,Class 1 histone deacetylase,PROTEIN FAMILY,HDAC1
Homo sapiens,VHL/Histone deacetylase 1,PROTEIN-PROTEIN INTERACTION,HDAC1
Homo sapiens,Lysine-specific demethylase 4A,SINGLE PROTEIN,KDM4A
Homo sapiens,Lysine-specific demethylase 4A/Lysine-specific demethylase 4B,PROTEIN COMPLEX,KDM4A
Homo sapiens,Bone morphogenetic protein receptor type-1B,SINGLE PROTEIN,BMPR1B
Homo sapiens,Insulin-like growth factor II receptor,SINGLE PROTEIN,IGF2
Homo sapiens,Insulin-like growth factor II,SINGLE PROTEIN,IGF2
Homo sapiens,Insulin-like growth factor binding protein 3,SINGLE PROTEIN,IGFBP3
Homo sapiens,Tumor necrosis factor receptor R1,SINGLE PROTEIN,TNFRSF1A
Homo sapiens,Basigin,SINGLE PROTEIN,BSG
Pseudomonas fluorescens,Kynurenine 3-monooxygenase,SINGLE PROTEIN,BSG
Staphylococcus aureus,Alkaline phosphatase synthesis transcriptional regulatory protein,SINGLE PROTEIN,BSG
Staphylococcus aureus,Teichoic acid D-alanyltransferase,SINGLE PROTEIN,BSG
Mus musculus,"5,6-dihydroxyindole-2-carboxylic acid oxidase",SINGLE PROTEIN,TYRP1
Homo sapiens,"5,6-dihydroxyindole-2-carboxylic acid oxidase",SINGLE PROTEIN,TYRP1
Homo sapiens,P2X purinoceptor 7,SINGLE PROTEIN,P2RX7
Rattus norvegicus,P2X purinoceptor 7,SINGLE PROTEIN,P2RX7
Mus musculus,P2X purinoceptor 7,SINGLE PROTEIN,P2RX7
Macaca mulatta,P2X purinoceptor,SINGLE PROTEIN,P2RX7
Homo sapiens,P2X receptor,PROTEIN FAMILY,P2RX7
Rattus norvegicus,P2X receptor,PROTEIN FAMILY,P2RX7
Oryctolagus cuniculus,Purinergic P2X,PROTEIN FAMILY,P2RX7
Homo sapiens,Interleukin-13,SINGLE PROTEIN,IL13
Homo sapiens,Interleukin-13 receptor subunit alpha-2,SINGLE PROTEIN,IL13
Homo sapiens,Interleukin 13 receptor,PROTEIN COMPLEX,IL13
Homo sapiens,Heat shock protein beta-1,SINGLE PROTEIN,HSPB1
Homo sapiens,Ataxin-2,SINGLE PROTEIN,ATXN2
Mus musculus,Ataxin-2,SINGLE PROTEIN,ATXN2
Homo sapiens,Thromboxane-A synthase,SINGLE PROTEIN,TBXAS1
Rattus norvegicus,Thromboxane-A synthase,SINGLE PROTEIN,TBXAS1
Homo sapiens,Epoxide hydrolase 1,SINGLE PROTEIN,EPO
Saccharomyces cerevisiae S288c,Squalene monooxygenase,SINGLE PROTEIN,EPO
Homo sapiens,Erythropoietin receptor,SINGLE PROTEIN,EPO
Homo sapiens,Vitamin k epoxide reductase complex subunit 1 isoform 1,SINGLE PROTEIN,EPO
Candida albicans,Squalene monooxygenase,SINGLE PROTEIN,EPO
Homo sapiens,Eosinophil peroxidase,SINGLE PROTEIN,EPO
Rattus norvegicus,Squalene monooxygenase,SINGLE PROTEIN,EPO
Homo sapiens,Squalene monooxygenase,SINGLE PROTEIN,EPO
Homo sapiens,Lanosterol synthase,SINGLE PROTEIN,EPO
Sus scrofa,Arachidonate 12-lipoxygenase,SINGLE PROTEIN,EPO
Homo sapiens,Epoxide hydratase,SINGLE PROTEIN,EPO
Bos taurus,Vitamin k epoxide reductase complex subunit 1 isoform 1,SINGLE PROTEIN,EPO
Rattus norvegicus,Cytochrome P450 2C23,SINGLE PROTEIN,EPO
Rattus norvegicus,Arachidonate 12-lipoxygenase,SINGLE PROTEIN,EPO
Homo sapiens,Arachidonate 15-lipoxygenase,SINGLE PROTEIN,EPO
Rattus norvegicus,Lanosterol synthase,SINGLE PROTEIN,EPO
Rattus norvegicus,Epoxide hydrolase 1,SINGLE PROTEIN,EPO
Mus musculus,Epoxide hydratase,SINGLE PROTEIN,EPO
Oryctolagus cuniculus,Arachidonate 15-lipoxygenase,SINGLE PROTEIN,EPO
Homo sapiens,Cytochrome P450 2J2,SINGLE PROTEIN,EPO
Saccharomyces cerevisiae S288c,Lanosterol synthase,SINGLE PROTEIN,EPO
Arabidopsis thaliana,Cycloartenol synthase,SINGLE PROTEIN,EPO
Rattus norvegicus,Epoxide hydrolase 2,SINGLE PROTEIN,EPO
Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),Lanosterol synthase,SINGLE PROTEIN,EPO
Homo sapiens,Erythropoietin,SINGLE PROTEIN,EPO
Mus musculus,Epoxide hydrolase 1,SINGLE PROTEIN,EPO
Pneumocystis carinii,Lanosterol synthase,SINGLE PROTEIN,EPO
Mycobacterium tuberculosis,Epoxide hydrolase,SINGLE PROTEIN,EPO
Mus musculus,Arachidonate 15-lipoxygenase,SINGLE PROTEIN,EPO
Rattus norvegicus,Serine/threonine-protein kinase pim-3,SINGLE PROTEIN,EPO
Rattus norvegicus,Vitamin K epoxide reductase complex subunit 1,SINGLE PROTEIN,EPO
Homo sapiens,Gelsolin,SINGLE PROTEIN,EPO
Mus musculus,Eosinophil peroxidase,SINGLE PROTEIN,EPO
Mus musculus,Epoxide hydrolase 4,SINGLE PROTEIN,EPO
Homo sapiens,Epoxide hydrolase 1/Bifunctional epoxide hydrolase 2,PROTEIN FAMILY,EPO
Homo sapiens,Cytochrome P450,PROTEIN FAMILY,EPO
Homo sapiens,Phosphofructokinase platelet type,SINGLE PROTEIN,PFKP
Homo sapiens,Survival motor neuron protein,SINGLE PROTEIN,SMN1
Homo sapiens,"Inositol 1,4,5-trisphosphate receptor",PROTEIN FAMILY,ITPR2
Homo sapiens,S-100 protein beta chain,SINGLE PROTEIN,S100B
Rattus norvegicus,Protein S100-B,SINGLE PROTEIN,S100B
Mus musculus,Scavenger receptor type A,SINGLE PROTEIN,ENG
Homo sapiens,Endo-beta-N-acetylglucosaminidase,SINGLE PROTEIN,ENG
Homo sapiens,Macrophage scavenger receptor types I and II,SINGLE PROTEIN,ENG
Bacillus subtilis (strain 168),Menaquinone biosynthesis methyltransferase ubiE,SINGLE PROTEIN,ENG
Gallus gallus,Cytosolic endo-beta-N-acetylglucosaminidase,SINGLE PROTEIN,ENG
Bacillus subtilis,4'-phosphopantetheinyl transferase ffp,SINGLE PROTEIN,ENG
Mus musculus,Scavenger receptor class B member 1,SINGLE PROTEIN,ENG
Homo sapiens,Elongation factor 1-alpha 1,SINGLE PROTEIN,ENG
Homo sapiens,Scavenger receptor class B member 1,SINGLE PROTEIN,ENG
Homo sapiens,Scavenger mRNA-decapping enzyme DcpS,SINGLE PROTEIN,ENG
Homo sapiens,Endoglin,SINGLE PROTEIN,ENG
Mus musculus,m7GpppX diphosphatase,SINGLE PROTEIN,ENG
Homo sapiens,CCR4-NOT transcription complex subunit 3,SINGLE PROTEIN,ENG
Homo sapiens,VHL/LENG8,PROTEIN-PROTEIN INTERACTION,ENG
Homo sapiens,"Troponin, cardiac muscle",PROTEIN COMPLEX,TNNT2
Homo sapiens,Neurogenic locus notch homolog protein 3,SINGLE PROTEIN,NOTCH3
Homo sapiens,Notch receptor,PROTEIN FAMILY,NOTCH3
Homo sapiens,ELAV-like protein 1,SINGLE PROTEIN,ELAVL1
Homo sapiens,Cytochrome P450 1A2,SINGLE PROTEIN,CYP1A2
Rattus norvegicus,Cytochrome P450 1A2,SINGLE PROTEIN,CYP1A2
Mus musculus,Cytochrome P450 1A2,SINGLE PROTEIN,CYP1A2
Homo sapiens,Cytochrome P450 1A,PROTEIN FAMILY,CYP1A2
Homo sapiens,Cytochrome P450,PROTEIN FAMILY,CYP1A2
Homo sapiens,Glyoxalase II,SINGLE PROTEIN,GH1
Plasmodium falciparum,Multidrug resistance protein Pgh1,SINGLE PROTEIN,GH1
Homo sapiens,N-glycosylase/DNA lyase,SINGLE PROTEIN,GH1
Rattus norvegicus,Protein tyrosine phosphatase receptor type F,SINGLE PROTEIN,PTPRF
Homo sapiens,Receptor-type tyrosine-protein phosphatase F (LAR),SINGLE PROTEIN,PTPRF
Homo sapiens,Triple functional domain protein,SINGLE PROTEIN,PTPRF
Homo sapiens,Tumor necrosis factor receptor superfamily member 1B,SINGLE PROTEIN,TNFRSF1B
Homo sapiens,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,SINGLE PROTEIN,PIN1
Homo sapiens,Kinesin-like protein KIF20B,SINGLE PROTEIN,PIN1
Homo sapiens,Anamorsin,SINGLE PROTEIN,PIN1
Homo sapiens,Spindlin-1,SINGLE PROTEIN,PIN1
Homo sapiens,"AMP-activated protein kinase, alpha-1 subunit",SINGLE PROTEIN,PRKAA1
Rattus norvegicus,"AMP-activated protein kinase, alpha-1 subunit",SINGLE PROTEIN,PRKAA1
Mus musculus,5'-AMP-activated protein kinase catalytic subunit alpha-1,SINGLE PROTEIN,PRKAA1
Homo sapiens,"AMP-activated protein kinase, AMPK",PROTEIN COMPLEX GROUP,PRKAA1
Homo sapiens,AMP-activated protein kinase (AMPK) alpha-1/beta-1/gamma-1,PROTEIN COMPLEX,PRKAA1
Homo sapiens,AMPK alpha1/beta1/gamma2,PROTEIN COMPLEX,PRKAA1
Homo sapiens,AMPK alpha1/beta1/gamma3,PROTEIN COMPLEX,PRKAA1
Homo sapiens,AMPK alpha1/beta2/gamma1,PROTEIN COMPLEX,PRKAA1
Homo sapiens,AMPK alpha1/alpha2,PROTEIN COMPLEX,PRKAA1
Rattus norvegicus,5'-AMP-activated protein kinase catalytic subunit alpha-1/beta-1/gamma-1,PROTEIN COMPLEX,PRKAA1
Homo sapiens,AMP-activated protein kinase alpha-1/beta-2/gamma-3,PROTEIN COMPLEX,PRKAA1
Homo sapiens,AMP-activated protein kinase alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,PRKAA1
Rattus norvegicus,Prkaa1/Prkab2/Prkag1,PROTEIN COMPLEX,PRKAA1
Mus musculus,5'-AMP-activated protein kinase,PROTEIN FAMILY,PRKAA1
Rattus norvegicus,"AMP-activated protein kinase, AMPK",PROTEIN COMPLEX GROUP,PRKAA1
Homo sapiens,C-C chemokine receptor type 2,SINGLE PROTEIN,CCR2
Mus musculus,C-C chemokine receptor type 2,SINGLE PROTEIN,CCR2
Rattus norvegicus,C-C chemokine receptor type 2,SINGLE PROTEIN,CCR2
Macaca fascicularis,CCR2 protein,SINGLE PROTEIN,CCR2
Rattus norvegicus,Interleukin-6 receptor alpha chain,SINGLE PROTEIN,IL6R
Homo sapiens,Interleukin-6 receptor alpha subunit,SINGLE PROTEIN,IL6R
Homo sapiens,IL6Ralpha/GP130,PROTEIN-PROTEIN INTERACTION,IL6R
Homo sapiens,FK506-binding protein 1A,SINGLE PROTEIN,PPIA
Homo sapiens,Cyclophilin B,SINGLE PROTEIN,PPIA
Homo sapiens,Cyclophilin A,SINGLE PROTEIN,PPIA
Homo sapiens,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 2,SINGLE PROTEIN,PPIA
Homo sapiens,FK506-binding protein 1B,SINGLE PROTEIN,PPIA
Rattus norvegicus,FK506-binding protein 1A,SINGLE PROTEIN,PPIA
Homo sapiens,FK506 binding protein 4,SINGLE PROTEIN,PPIA
Homo sapiens,FK506 binding protein 14,SINGLE PROTEIN,PPIA
Homo sapiens,FK506 binding protein 3,SINGLE PROTEIN,PPIA
Homo sapiens,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,SINGLE PROTEIN,PPIA
Rattus norvegicus,Cyclophilin A,SINGLE PROTEIN,PPIA
Legionella pneumophila,Outer membrane protein MIP,SINGLE PROTEIN,PPIA
Homo sapiens,Peptidyl-prolyl cis-trans isomerase D,SINGLE PROTEIN,PPIA
Homo sapiens,Peptidyl-prolyl cis-trans isomerase FKBP5,SINGLE PROTEIN,PPIA
Homo sapiens,FKBP12A/mTOR,PROTEIN COMPLEX,PPIA
Homo sapiens,Peptidyl-prolyl cis-trans isomerase C,SINGLE PROTEIN,PPIA
Homo sapiens,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",SINGLE PROTEIN,PPIA
Homo sapiens,Peptidyl-prolyl cis-trans isomerase G,SINGLE PROTEIN,PPIA
Mus musculus,Peptidyl-prolyl cis-trans isomerase FKBP5,SINGLE PROTEIN,PPIA
Mus musculus,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",SINGLE PROTEIN,PPIA
Homo sapiens,Cellular tumor antigen p53/Peptidyl-prolyl cis-trans isomerase D,PROTEIN-PROTEIN INTERACTION,PPIA
